council,session_id,session_datetime,body_name,normalized_body_name,cdp_url,minutes_pdf_url,source_video_url,transcript_as_csv_path
seattle,d13fd84e7845,2023-02-16 17:30:00+00:00,"Governance, Native Communities, and Tribal Governments Committee",other,https://councildataproject.org/seattle/#/events/292bd698ea59?s=0,,https://video.seattle.gov/media/council/govern_021623_2692303V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-292bd698ea59/session-d13fd84e7845/transcript.csv
seattle,9a843ef701db,2022-03-02 17:30:00+00:00,Finance and Housing Committee,housing committee,https://councildataproject.org/seattle/#/events/e0373e9e1abf?s=0,https://legistar2.granicus.com/seattle/meetings/2022/3/5029_M_Finance_and_Housing_Committee_22-03-02_Committee_Minutes.pdf,https://video.seattle.gov/media/council/fin_030222_2612207V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-e0373e9e1abf/session-9a843ef701db/transcript.csv
seattle,29290904534e,2022-05-04 21:00:00+00:00,Public Assets and Homelessness Committee,other,https://councildataproject.org/seattle/#/events/fe4d7b0d7222?s=0,https://legistar2.granicus.com/seattle/meetings/2022/5/5110_M_Public_Assets_and_Homelessness_Committee_22-05-04_Committee_Minutes.pdf,https://video.seattle.gov/media/council/assets_050422_2702215V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-fe4d7b0d7222/session-29290904534e/transcript.csv
seattle,79c215c1cf70,2022-07-27 16:30:00+00:00,"Economic Development, Technology, and City Light Committee",other,https://councildataproject.org/seattle/#/events/a9be3e53b271?s=0,https://legistar2.granicus.com/seattle/meetings/2022/7/5203_M_Economic_Development%2C_Technology%2C_and_City_Light_Committee_22-07-27_Committee_Minutes.pdf,https://video.seattle.gov/media/council/econ_072722_2682225V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-a9be3e53b271/session-79c215c1cf70/transcript.csv
seattle,f108cb7e78d0,2021-06-04 16:30:00+00:00,Finance and Housing Committee,housing committee,https://councildataproject.org/seattle/#/events/d971391c44a3?s=0,https://legistar2.granicus.com/seattle/meetings/2021/6/4761_M_Finance_and_Housing_Committee_21-06-04_Committee_Minutes.pdf,https://video.seattle.gov/media/council/fin_060421_2612121V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-d971391c44a3/session-f108cb7e78d0/transcript.csv
seattle,ec19664da81b,2021-06-15 16:30:00+00:00,Finance and Housing Committee,housing committee,https://councildataproject.org/seattle/#/events/8a08cc3d8262?s=0,https://legistar2.granicus.com/seattle/meetings/2021/6/4762_M_Finance_and_Housing_Committee_21-06-15_Committee_Minutes.pdf,https://video.seattle.gov/media/council/fin_061521_2612123V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-8a08cc3d8262/session-ec19664da81b/transcript.csv
seattle,f5129e9429ed,2022-08-17 16:30:00+00:00,Finance and Housing Committee,housing committee,https://councildataproject.org/seattle/#/events/cf66583c6f00?s=0,https://legistar2.granicus.com/seattle/meetings/2022/8/5232_M_Finance_and_Housing_Committee_22-08-17_Committee_Minutes.pdf,https://video.seattle.gov/media/council/fin_081722_2612229V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-cf66583c6f00/session-f5129e9429ed/transcript.csv
seattle,7b73afd99aed,2020-10-19 21:00:00+00:00,City Council,full council,https://councildataproject.org/seattle/#/events/6a91636334e5?s=0,https://legistar2.granicus.com/seattle/meetings/2020/10/4584_M_City_Council_20-10-19_Full_Council_Meeting_Minutes.pdf,https://video.seattle.gov/media/council/council_101920_2022079V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-6a91636334e5/session-7b73afd99aed/transcript.csv
seattle,be7903c5a217,2021-10-18 16:30:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/314394336cf9?s=0,https://legistar2.granicus.com/seattle/meetings/2021/10/4894_M_Council_Briefing_21-10-18_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_101821_2012181V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-314394336cf9/session-be7903c5a217/transcript.csv
seattle,15939fcceb21,2020-03-03 22:00:00+00:00,Public Assets and Native Communities Committee,other,https://councildataproject.org/seattle/#/events/6cc5a4cb75df?s=0,https://legistar2.granicus.com/seattle/meetings/2020/3/4343_M_Public_Assets_and_Native_Communities_Committee_20-03-03_Committee_Minutes.pdf,https://video.seattle.gov/media/council/asset_030320_2642005V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-6cc5a4cb75df/session-15939fcceb21/transcript.csv
seattle,e4653ca9104a,2020-04-08 17:00:00+00:00,Select Committee on Homelessness Strategies and Investments,other,https://councildataproject.org/seattle/#/events/621c9700c40e?s=0,https://legistar2.granicus.com/seattle/meetings/2020/4/4382_M_Select_Committee_on_Homelessness_Strategies_and_Investments__20-04-08_Committee_Minutes.pdf,https://video.seattle.gov/media/council/home_040820_2162013V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-621c9700c40e/session-e4653ca9104a/transcript.csv
seattle,146b621e98f1,2022-11-08 17:30:00+00:00,Select Budget Committee,other,https://councildataproject.org/seattle/#/events/401142a3eed9?s=0,,https://video.seattle.gov/media/council/budget_110822_2062233V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-401142a3eed9/session-146b621e98f1/transcript.csv
seattle,42e90f40dabb,2023-06-30 16:30:00+00:00,Sustainability and Renters' Rights Committee,housing committee,https://councildataproject.org/seattle/#/events/05f52bf03ceb?s=0,,https://video.seattle.gov/media/council/sust_063023_2662324V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-05f52bf03ceb/session-42e90f40dabb/transcript.csv
seattle,60ad4a44eeee,2020-01-24 22:00:00+00:00,Community Economic Development Committee,other,https://councildataproject.org/seattle/#/events/7575691f8ea0?s=0,https://legistar2.granicus.com/seattle/meetings/2020/1/4289_M_Community_Economic_Development_Committee_20-01-24_Committee_Minutes.pdf,https://video.seattle.gov/media/council/econ_012420_2602001V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-7575691f8ea0/session-60ad4a44eeee/transcript.csv
seattle,03e2809fffe1,2021-10-01 16:30:00+00:00,Select Budget Committee,other,https://councildataproject.org/seattle/#/events/8ae5b573db5d?s=1,,https://video.seattle.gov/media/council/budget_100121_2062111V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-8ae5b573db5d/session-03e2809fffe1/transcript.csv
seattle,4a2df04cd94f,2020-10-07 00:30:00+00:00,Select Budget Committee,other,https://councildataproject.org/seattle/#/events/8118dfe544a1?s=0,https://legistar2.granicus.com/seattle/meetings/2020/10/4563_M_Select_Budget_Committee_20-10-06_Committee_Minutes.pdf,https://video.seattle.gov/media/council/budget_100620_2062053V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-8118dfe544a1/session-4a2df04cd94f/transcript.csv
seattle,f7d3e927d980,2022-06-21 21:00:00+00:00,City Council,full council,https://councildataproject.org/seattle/#/events/b46bf25b895d?s=0,,https://video.seattle.gov/media/council/council_062122_2022249V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-b46bf25b895d/session-f7d3e927d980/transcript.csv
seattle,ab86676ed0f0,2021-01-25 17:30:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/4604bece5ad8?s=0,https://legistar2.granicus.com/seattle/meetings/2021/1/4649_M_Council_Briefing_21-01-25_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_012521_2012107V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-4604bece5ad8/session-ab86676ed0f0/transcript.csv
seattle,204e56db5489,2021-09-22 16:30:00+00:00,Land Use and Neighborhoods Committee,other,https://councildataproject.org/seattle/#/events/dba690e92220?s=0,https://legistar2.granicus.com/seattle/meetings/2021/9/4882_M_Land_Use_and_Neighborhoods_Committee_21-09-22_Committee_Minutes.pdf,https://video.seattle.gov/media/council/land_092221_2632133V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-dba690e92220/session-204e56db5489/transcript.csv
seattle,3447dbcccc64,2021-10-13 16:30:00+00:00,Select Budget Committee,other,https://councildataproject.org/seattle/#/events/164b4bbaf514?s=0,https://legistar2.granicus.com/seattle/meetings/2021/10/4858_M_Select_Budget_Committee_21-10-13_Committee_Minutes.pdf,https://video.seattle.gov/media/council/budget_101321_2062115V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-164b4bbaf514/session-3447dbcccc64/transcript.csv
seattle,030636c5b6a9,2023-12-05 17:30:00+00:00,Transportation and Seattle Public Utilities,other,https://councildataproject.org/seattle/#/events/c719b5279d4b?s=0,,https://video.seattle.gov/media/council/tran_120523_2732333V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-c719b5279d4b/session-030636c5b6a9/transcript.csv
seattle,699de332120b,2021-08-03 21:00:00+00:00,Public Assets and Native Communities Committee,other,https://councildataproject.org/seattle/#/events/db722a44ccb4?s=0,https://legistar2.granicus.com/seattle/meetings/2021/8/4836_M_Public_Assets_and_Native_Communities_Committee_21-08-03_Committee_Minutes.pdf,https://video.seattle.gov/media/council/asset_080321_2642117V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-db722a44ccb4/session-699de332120b/transcript.csv
seattle,ae4ce9d91e16,2020-11-09 17:30:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/be080c0bd249?s=0,https://legistar2.granicus.com/seattle/meetings/2020/11/4591_M_Council_Briefing_20-11-09_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_110920_2012085V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-be080c0bd249/session-ae4ce9d91e16/transcript.csv
seattle,5f7615970fc7,2020-02-03 17:30:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/efb9560456b1?s=0,https://legistar2.granicus.com/seattle/meetings/2020/2/4311_M_Council_Briefing_20-02-03_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_020320_2012009V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-efb9560456b1/session-5f7615970fc7/transcript.csv
seattle,42af9170390a,2021-05-11 16:30:00+00:00,Public Safety and Human Services Committee,other,https://councildataproject.org/seattle/#/events/e09f63d1af91?s=0,https://legistar2.granicus.com/seattle/meetings/2021/5/4756_M_Public_Safety_and_Human_Services_Committee_21-05-11_Committee_Minutes.pdf,https://video.seattle.gov/media/council/safe_051121_2652117V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-e09f63d1af91/session-42af9170390a/transcript.csv
seattle,f726d338daf7,2020-06-08 16:30:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/7cc7c93e7a63?s=0,https://legistar2.granicus.com/seattle/meetings/2020/6/4450_M_Council_Briefing_20-06-08_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_060820_2012045V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-7cc7c93e7a63/session-f726d338daf7/transcript.csv
seattle,9b6de70aa7c9,2021-06-01 21:00:00+00:00,City Council,full council,https://councildataproject.org/seattle/#/events/dab685a125bd?s=0,https://legistar2.granicus.com/seattle/meetings/2021/6/4778_M_City_Council_21-06-01_Full_Council_Meeting_Minutes.pdf,https://video.seattle.gov/media/council/council_060121_2022143V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-dab685a125bd/session-9b6de70aa7c9/transcript.csv
seattle,64af1845364e,2021-06-03 21:00:00+00:00,Community Economic Development Committee,other,https://councildataproject.org/seattle/#/events/b871a19e34b8?s=0,https://legistar2.granicus.com/seattle/meetings/2021/6/4781_M_Community_Economic_Development_Committee_21-06-03_Committee_Minutes.pdf,https://video.seattle.gov/media/council/econ_060321_2602111V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-b871a19e34b8/session-64af1845364e/transcript.csv
seattle,d06728d95507,2021-03-01 22:00:00+00:00,City Council,full council,https://councildataproject.org/seattle/#/events/0a96936e9597?s=0,https://legistar2.granicus.com/seattle/meetings/2021/3/4686_M_City_Council_21-03-01_Full_Council_Meeting_Minutes.pdf,https://video.seattle.gov/media/council/council_030121_2022117V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-0a96936e9597/session-d06728d95507/transcript.csv
seattle,65c787e775e9,2021-06-07 21:00:00+00:00,City Council,full council,https://councildataproject.org/seattle/#/events/6570933a6b4f?s=0,https://legistar2.granicus.com/seattle/meetings/2021/6/4783_M_City_Council_21-06-07_Committee_Minutes.pdf,https://video.seattle.gov/media/council/council_060721_2022145V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-6570933a6b4f/session-65c787e775e9/transcript.csv
seattle,44c5526e73df,2022-04-28 16:30:00+00:00,"Governance, Native Communities, and Tribal Governments Committee",other,https://councildataproject.org/seattle/#/events/5d0da82ad7c7?s=0,https://legistar2.granicus.com/seattle/meetings/2022/4/5088_M_Governance%2C_Native_Communities%2C_and_Tribal_Governments_Committee_22-04-28_Committee_Minutes.pdf,https://video.seattle.gov/media/council/govern_042822_2692209V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-5d0da82ad7c7/session-44c5526e73df/transcript.csv
seattle,884c13780b1d,2022-01-10 22:00:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/7f5c5388633c?s=0,https://legistar2.granicus.com/seattle/meetings/2022/1/4950_M_Council_Briefing_22-01-10_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_011022_2012201V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-7f5c5388633c/session-884c13780b1d/transcript.csv
seattle,a634ac8a9e32,2020-09-24 21:00:00+00:00,Finance and Housing Committee,housing committee,https://councildataproject.org/seattle/#/events/cba9ddb2444f?s=0,https://legistar2.granicus.com/seattle/meetings/2020/9/4540_M_Finance_and_Housing_Committee_20-09-24_Committee_Minutes.pdf,https://video.seattle.gov/media/council/fin_092420_2612022V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-cba9ddb2444f/session-a634ac8a9e32/transcript.csv
seattle,ab1f63bb1acf,2021-04-21 16:30:00+00:00,Transportation and Utilities Committee,other,https://councildataproject.org/seattle/#/events/3dd24c1fefdd?s=0,https://legistar2.granicus.com/seattle/meetings/2021/4/4731_M_Transportation_and_Utilities_Committee_21-04-21_Committee_Minutes.pdf,https://video.seattle.gov/media/council/tran_042121_2672113V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-3dd24c1fefdd/session-ab1f63bb1acf/transcript.csv
seattle,f38d5ea2dfc5,2022-07-12 21:00:00+00:00,City Council,full council,https://councildataproject.org/seattle/#/events/74bafa003f45?s=0,,https://video.seattle.gov/media/council/council_071222_2022255V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-74bafa003f45/session-f38d5ea2dfc5/transcript.csv
seattle,4571fdf4c85b,2023-05-23 16:30:00+00:00,Public Safety and Human Services Committee,other,https://councildataproject.org/seattle/#/events/ba3c90f8d789?s=0,https://legistar2.granicus.com/seattle/meetings/2023/5/5491_M_Public_Safety_and_Human_Services_Committee_23-05-23_Committee_Minutes.pdf,https://video.seattle.gov/media/council/safe_052323_2652319V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-ba3c90f8d789/session-4571fdf4c85b/transcript.csv
seattle,e3c60e2dcd3b,2021-09-10 16:30:00+00:00,Finance and Housing Committee,housing committee,https://councildataproject.org/seattle/#/events/5f002c77e489?s=0,https://legistar2.granicus.com/seattle/meetings/2021/9/4853_M_Finance_and_Housing_Committee_21-09-10_Committee_Minutes.pdf,https://video.seattle.gov/media/council/fin_091021_2612135V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-5f002c77e489/session-e3c60e2dcd3b/transcript.csv
seattle,2c937c3361d8,2021-05-12 16:30:00+00:00,Land Use and Neighborhoods Committee,other,https://councildataproject.org/seattle/#/events/ebfa4da2bd55?s=0,https://legistar2.granicus.com/seattle/meetings/2021/5/4755_M_Land_Use_and_Neighborhoods_Committee_21-05-12_Committee_Minutes.pdf,https://video.seattle.gov/media/council/land_051221_2632117V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-ebfa4da2bd55/session-2c937c3361d8/transcript.csv
seattle,ddf1cd13cc6e,2021-05-05 00:30:00+00:00,Finance and Housing Committee,housing committee,https://councildataproject.org/seattle/#/events/f4dd7539aa46?s=0,https://legistar2.granicus.com/seattle/meetings/2021/5/4743_M_Finance_and_Housing_Committee_21-05-04_Committee_Minutes.pdf,https://video.seattle.gov/media/council/fin_050421_2612115V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-f4dd7539aa46/session-ddf1cd13cc6e/transcript.csv
seattle,b8378632c76e,2023-07-17 16:30:00+00:00,Public Safety and Human Services Committee,other,https://councildataproject.org/seattle/#/events/cd4ba1146006?s=0,https://legistar2.granicus.com/seattle/meetings/2023/7/5549_M_Public_Safety_and_Human_Services_Committee_23-07-17_Committee_Minutes.pdf,https://video.seattle.gov/media/council/safe_071723_2652326V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-cd4ba1146006/session-b8378632c76e/transcript.csv
seattle,d20830106f1f,2021-01-22 22:00:00+00:00,Finance and Housing Committee,housing committee,https://councildataproject.org/seattle/#/events/849a0c26ba98?s=0,https://legistar2.granicus.com/seattle/meetings/2021/1/4642_M_Finance_and_Housing_Committee_21-01-22_Committee_Minutes.pdf,https://video.seattle.gov/media/council/fin_012221_2612101V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-849a0c26ba98/session-d20830106f1f/transcript.csv
seattle,a12f4395e9bf,2022-03-16 16:30:00+00:00,Finance and Housing Committee,housing committee,https://councildataproject.org/seattle/#/events/8a479079b971?s=0,https://legistar2.granicus.com/seattle/meetings/2022/3/5051_M_Finance_and_Housing_Committee_22-03-16_Committee_Minutes.pdf,https://video.seattle.gov/media/council/fin_031622_2612209V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-8a479079b971/session-a12f4395e9bf/transcript.csv
seattle,2dfd09069b6c,2021-08-16 16:30:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/49dc3a0f69fd?s=0,https://legistar2.granicus.com/seattle/meetings/2021/8/4846_M_Council_Briefing_21-08-16_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_081621_2012165V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-49dc3a0f69fd/session-2dfd09069b6c/transcript.csv
seattle,2b5b475520d8,2023-06-26 21:00:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/d985a7ac14e5?s=0,,https://video.seattle.gov/media/council/brief_062623_2012339V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-d985a7ac14e5/session-2b5b475520d8/transcript.csv
seattle,a0a45f866e39,2023-12-08 17:30:00+00:00,"Neighborhoods, Education, Civil Rights, and Culture Committee",other,https://councildataproject.org/seattle/#/events/9c3920d82ffc?s=0,https://legistar2.granicus.com/seattle/meetings/2023/12/5690_M_Neighborhoods%2C_Education%2C_Civil_Rights%2C_and_Culture_Committee_23-12-08_Committee_Minutes.pdf,https://video.seattle.gov/media/council/neigh_120823_2712335V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-9c3920d82ffc/session-a0a45f866e39/transcript.csv
seattle,869073afe8dd,2022-04-19 16:30:00+00:00,Transportation and Seattle Public Utilities,other,https://councildataproject.org/seattle/#/events/617e368b593d?s=0,,https://video.seattle.gov/media/council/tran_041922_2732211V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-617e368b593d/session-869073afe8dd/transcript.csv
seattle,16dfc4e3ffd1,2022-06-15 21:00:00+00:00,Public Assets and Homelessness Committee,other,https://councildataproject.org/seattle/#/events/c45ef76108d2?s=0,,https://video.seattle.gov/media/council/assets_061522_2702221V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-c45ef76108d2/session-16dfc4e3ffd1/transcript.csv
seattle,c54d9809e775,2021-07-19 16:30:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/38c03d91036b?s=0,https://legistar2.granicus.com/seattle/meetings/2021/7/4818_M_Council_Briefing_21-07-19_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_071921_2012157V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-38c03d91036b/session-c54d9809e775/transcript.csv
seattle,abb64b6a1ee9,2020-07-10 17:00:00+00:00,Select Committee on Seattle Transportation Benefit District Funding,other,https://councildataproject.org/seattle/#/events/f383225f99a0?s=0,https://legistar2.granicus.com/seattle/meetings/2020/7/4476_M_Select_Committee_on_Seattle_Transportation_Benefit_District_Funding__20-07-10_Committee_Minutes.pdf,https://video.seattle.gov/media/council/transben_071020_2162019V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-f383225f99a0/session-abb64b6a1ee9/transcript.csv
seattle,e5fad9fcb438,2020-07-06 16:30:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/74ef1a71d6d5?s=0,https://legistar2.granicus.com/seattle/meetings/2020/7/4471_M_Council_Briefing_20-07-06_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_070620_2012053V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-74ef1a71d6d5/session-e5fad9fcb438/transcript.csv
seattle,f18ba226a2cd,2021-07-28 21:00:00+00:00,Select Committee on Homelessness Strategies and Investments,other,https://councildataproject.org/seattle/#/events/681db104aacf?s=0,https://legistar2.granicus.com/seattle/meetings/2021/7/4827_M_Select_Committee_on_Homelessness_Strategies_and_Investments__21-07-28_Committee_Minutes.pdf,https://video.seattle.gov/media/council/home_072821_2162115V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-681db104aacf/session-f18ba226a2cd/transcript.csv
seattle,3674e425953a,2022-02-07 22:00:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/68a927e61d41?s=0,https://legistar2.granicus.com/seattle/meetings/2022/2/4996_M_Council_Briefing_22-02-07_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_020722_2012207V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-68a927e61d41/session-3674e425953a/transcript.csv
seattle,09a170e662a5,2022-04-27 21:00:00+00:00,Land Use Committee,other,https://councildataproject.org/seattle/#/events/b59d600e408b?s=0,https://legistar2.granicus.com/seattle/meetings/2022/4/5099_M_Land_Use_Committee_22-04-27_Committee_Minutes.pdf,https://video.seattle.gov/media/council/land_042722_2722211V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-b59d600e408b/session-09a170e662a5/transcript.csv
seattle,1b345e095a8a,2020-04-20 16:30:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/c810a2bba9c0?s=0,https://legistar2.granicus.com/seattle/meetings/2020/4/4397_M_Council_Briefing_20-04-20_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_042020_2012031V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-c810a2bba9c0/session-1b345e095a8a/transcript.csv
seattle,d739692ad12f,2022-04-26 16:30:00+00:00,Public Safety and Human Services Committee,other,https://councildataproject.org/seattle/#/events/2ba6c1eca320?s=0,https://legistar2.granicus.com/seattle/meetings/2022/4/5101_M_Public_Safety_and_Human_Services_Committee_22-04-26_Committee_Minutes.pdf,https://video.seattle.gov/media/council/safe_042622_2652215V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-2ba6c1eca320/session-d739692ad12f/transcript.csv
seattle,d1994406593d,2020-06-01 16:30:00+00:00,Council Briefing,other,https://councildataproject.org/seattle/#/events/9a6285ee8470?s=0,https://legistar2.granicus.com/seattle/meetings/2020/6/4437_M_Council_Briefing_20-06-01_Committee_Minutes.pdf,https://video.seattle.gov/media/council/brief_060120_2012043V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-9a6285ee8470/session-d1994406593d/transcript.csv
seattle,d9f30ac22162,2021-09-30 16:30:00+00:00,Select Budget Committee,other,https://councildataproject.org/seattle/#/events/284a4dccddc1?s=0,,https://video.seattle.gov/media/council/budget_093021_2062105V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-284a4dccddc1/session-d9f30ac22162/transcript.csv
seattle,f8b4a2a1f984,2022-01-25 17:30:00+00:00,Public Safety and Human Services Committee,other,https://councildataproject.org/seattle/#/events/6e1bdd9bd1a9?s=0,https://legistar2.granicus.com/seattle/meetings/2022/1/4974_M_Public_Safety_and_Human_Services_Committee_22-01-25_Committee_Minutes.pdf,https://video.seattle.gov/media/council/safe_012522_2652203V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-6e1bdd9bd1a9/session-f8b4a2a1f984/transcript.csv
seattle,6ffe4dfb8387,2021-08-17 16:30:00+00:00,Finance and Housing Committee,housing committee,https://councildataproject.org/seattle/#/events/7d74fae458d7?s=0,https://legistar2.granicus.com/seattle/meetings/2021/8/4837_M_Finance_and_Housing_Committee_21-08-17_Committee_Minutes.pdf,https://video.seattle.gov/media/council/fin_081721_2612133V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-7d74fae458d7/session-6ffe4dfb8387/transcript.csv
seattle,761c96b234f3,2021-03-29 21:00:00+00:00,City Council,full council,https://councildataproject.org/seattle/#/events/ca4517b2298f?s=0,https://legistar2.granicus.com/seattle/meetings/2021/3/4712_M_City_Council_21-03-29_Full_Council_Meeting_Minutes.pdf,https://video.seattle.gov/media/council/council_032921_2022125V.mp4,/Users/evamaxfield/active/research/publicspeak/cdp-datasets/cdp-seattle-21723dcf/event-ca4517b2298f/session-761c96b234f3/transcript.csv
